"","people","mv_name","screen","play_t","play_wk","re_open","top_country","record_month","record_date","month_week","top_sup"
"2021",1,"새엄마 새누나",1,1,1,0,1,"3",4,"1",0
"2022",1,"새엄마 새누나 무삭제판",1,1,1,0,1,"4",8,"2",0
"2023",1,"새엄마:강제섹스를 하다",1,1,1,0,1,"4",11,"2",0
"2024",1,"새엄마:개인교수",1,1,1,0,1,"3",20,"3",0
"2025",1,"새엄마:하고 싶은 여자",1,1,1,0,1,"4",4,"1",0
"2026",1,"새엄마는 전여친",1,1,1,0,1,"4",15,"3",0
"2027",1,"새엄마와 그녀의 여동생 무삭제판",1,1,1,0,1,"3",4,"1",0
"2028",1,"새엄마의 섹스 교육",1,1,1,0,1,"2",14,"2",0
"2029",1,"새엄마의 섹스 교육 무삭제판",1,1,1,0,1,"4",8,"2",0
"2030",129,"새오빠2",20,20,1,0,1,"1",2,"1",0
"2031",215,"색, 계",12,22,12,1,1,"2",10,"2",0
"2032",1,"색기 노출증의 여자",1,1,1,0,1,"4",8,"2",0
"2033",5,"색시공...주홍글씨의 비밀",1,1,1,0,1,"2",21,"3",0
"2034",127,"색에 놀다",19,19,1,0,1,"2",7,"1",0
"2035",1,"색욕에 무너진 이웃집 아내",1,1,1,0,1,"4",8,"2",0
"2036",1,"샌드 샤크",1,1,1,0,1,"4",25,"4",0
"2038",0,"샤넬과 스트라빈스키",1,1,1,1,0,"4",22,"4",0
"2039",1,"샤룩칸의 팬",1,1,1,0,0,"3",27,"4",0
"2040",86,"샤오린 2017: 소림 고수전",7,23,2,0,0,"3",23,"4",0
"2041",76,"샤오린: 3인의 고수",7,23,2,0,0,"1",16,"3",0
"2043",2378,"샤우트",3,32,3,1,0,"2",14,"2",0
"2044",3,"샤워하러 온 옆집미인",1,1,1,0,1,"3",16,"3",0
"2045",2552,"샤인",33,182,12,1,0,"2",3,"1",0
"2047",1,"샤크네이도 스톰",1,1,1,0,1,"4",12,"2",0
"2049",126,"샷 콜러",1,1,1,0,1,"1",23,"4",0
"2050",236,"서바이벌 패밀리",13,38,4,0,1,"4",15,"3",0
"2055",8412,"서서평, 천천히 평온하게",48,195,25,0,1,"2",3,"1",0
"2060",113,"서울의 휴일",1,3,1,1,1,"3",30,"5",0
"2061",76,"서칭 포 슈가맨",2,4,2,1,0,"2",3,"1",0
"2063",2175,"석조저택 살인사건",8,12,4,0,1,"2",3,"1",0
"2064",161,"선 섹스 후 사랑",20,20,1,0,1,"2",31,"5",0
"2066",1,"선배 남편 내가 가지기",1,1,1,0,1,"4",29,"5",0
"2067",604,"선생님!... 좋아해도 될까요?",12,22,4,0,1,"1",2,"1",0
"2068",178,"선생님의 일기",1,1,1,0,0,"3",13,"2",0
"2070",1,"선셋 파크",1,1,1,0,1,"1",19,"3",0
"2072",13,"설국열차",3,3,3,1,1,"4",26,"4",1
"2073",1,"성 심청전",1,1,1,0,1,"3",20,"3",0
"2074",4823,"성 프란치스코",105,492,7,0,0,"3",25,"4",0
"2076",8,"성욕이 넘치는 아내",1,1,1,0,1,"3",4,"1",0
"2077",1,"성욕처리의 비밀",1,1,1,0,1,"4",29,"5",0
"2078",465,"성의",3,15,3,1,1,"2",3,"1",0
"2079",1,"성인식:남자로 만들어줄게",1,1,1,0,1,"1",5,"1",0
"2081",305,"성춘향",1,8,1,1,1,"3",25,"4",0
"2082",139,"성판17: 남자들의 17가지 성적 판타지",20,21,2,0,1,"3",27,"4",0
"2083",1,"성판17: 남자들의 17가지 성적 판타지 무삭제판",1,1,1,0,1,"1",12,"2",0
"2086",35271,"세 번째 살인",384,2298,17,0,1,"3",27,"4",0
"2087",49,"세 얼간이 감독판",2,2,2,1,0,"2",3,"1",0
"2088",44,"세가지 색 : 블루",1,2,1,1,0,"3",20,"3",0
"2092",60,"세번째 밤",1,1,1,0,0,"4",19,"3",0
"2093",243,"세브린느",4,4,4,1,0,"2",17,"3",0
"2095",407,"세븐",10,10,10,1,1,"2",31,"5",0
"2100",0,"세컨 찬스",2,2,2,0,0,"3",27,"4",0
"2101",1,"세탁소 여주인의 정사",1,1,1,0,1,"4",12,"2",0
"2102",1,"섹남섹녀",1,1,1,0,1,"1",23,"4",0
"2103",10,"섹션제로-3구역",1,1,1,0,0,"4",18,"3",0
"2104",1,"섹션제로2-블랙스쿼드",1,1,1,0,0,"4",12,"2",0
"2106",1,"섹스 앤 파티",1,1,1,0,1,"2",3,"1",0
"2107",184,"섹스 인 더 게임",20,20,1,0,1,"1",26,"4",0
"2108",38,"섹스 후, 5일간의 여행",10,38,3,0,1,"1",26,"4",0
"2109",172,"섹스의 목적 - 감독판",25,32,3,0,1,"4",11,"2",0
"2110",37,"섹스타시",9,36,3,0,0,"4",11,"2",0
"2111",60,"섹스트립",1,1,1,0,1,"3",11,"2",0
"2114",1,"셀카 출장마사지",1,1,1,0,1,"4",26,"4",0
"2115",19,"셔틀콕",1,3,1,0,1,"4",12,"2",0
"2116",70,"셜리에 관한 모든 것",1,1,1,1,0,"1",12,"2",0
"2117",505554,"셰이프 오브 워터: 사랑의 모양",1678,20151,14,0,1,"4",8,"2",1
"2119",77,"셰임",2,3,2,1,0,"2",17,"3",0
"2120",56996,"소공녀",730,5552,10,0,1,"3",27,"4",0
"2121",0,"소꿉놀이",1,1,1,0,1,"1",5,"1",0
"2122",12644,"소나기",325,1384,21,0,1,"2",21,"3",0
"2124",76,"소녀와 여자",1,1,1,0,1,"2",28,"4",0
"2125",76,"소년, 소녀 그리고 바다",1,1,1,0,1,"4",19,"3",0
"2128",667,"소돔과 고모라",3,13,3,1,1,"3",2,"1",0
"2129",76,"소림사 2017: 7인의 고수",7,23,2,0,0,"4",4,"1",0
"2130",8,"소림사 무림제자",8,8,2,0,1,"2",24,"4",0
"2131",76,"소림사: 고수의 길",7,23,2,0,0,"4",19,"3",0
"2132",76,"소림사: 전설의 고수",7,23,2,0,0,"1",19,"3",0
"2133",1,"소문의 여자",1,1,1,0,1,"4",1,"1",0
"2137",26,"소중한 날의 꿈",4,6,4,1,1,"3",4,"1",0
"2139",344,"소통과 거짓말",31,97,11,0,1,"3",6,"1",0
"2142",205,"솔로몬과 시바의 여왕",2,11,2,1,1,"2",10,"2",0
"2143",74,"솔저 블루",1,2,1,1,1,"1",19,"3",0
"2144",36540,"송 투 송",318,2356,8,0,1,"2",3,"1",0
"2145",12,"송환",1,1,1,1,1,"3",6,"1",0
"2146",2,"쇠파리",1,1,1,0,1,"2",3,"1",0
"2149",261,"쇼크 웨이브",11,51,4,0,0,"3",20,"3",0
"2150",19,"쇼트피스",2,2,2,0,1,"3",20,"3",0
"2151",99,"숀 코네리의 함정",2,2,2,1,1,"1",12,"2",0
"2152",0,"숀더쉽",3,3,3,0,0,"2",17,"3",0
"2154",3240,"수면의 과학",90,403,12,1,0,"4",18,"3",0
"2155",4809,"수부라 게이트",211,885,6,0,0,"2",21,"3",0
"2156",151,"수상한 그녀",3,3,3,0,1,"2",10,"2",1
"2157",120,"수상한 종업원",20,20,1,0,1,"3",23,"4",0
"2158",1,"수상한 진료실: 엄마친구의 특별한 치료",1,1,1,0,1,"1",5,"1",0
"2159",1,"수상한 진료실: 엄마친구의 특별한 치료-무삭제판",1,1,1,0,1,"1",16,"3",0
"2162",2953,"수성못",75,384,10,0,1,"3",30,"5",0
"2163",45,"수어사이드 쇼",13,45,3,0,1,"3",11,"2",0
"2165",191,"수춘도 2: 수라전장",16,56,7,0,0,"3",20,"3",0
"2168",657,"순수의 시대",4,10,4,1,1,"2",17,"3",0
"2170",108,"순정",4,4,3,0,1,"3",27,"4",0
"2171",1,"순정거유의 절정",1,1,1,0,1,"4",5,"1",0
"2172",10,"순종",4,8,4,0,1,"2",17,"3",0
"2173",2,"술탄",1,1,1,0,0,"3",20,"3",0
"2174",28,"숨바꼭질: 겟 아웃",10,28,3,0,1,"4",22,"4",0
"2175",5,"숨바꼭질: 어둠의 속삭임",2,2,2,0,1,"2",7,"1",0
"2178",496,"숲속의 부부",21,95,6,0,1,"4",29,"5",0
"2179",567,"쉘 위 댄스",2,13,2,1,1,"4",22,"4",0
"2180",206,"쉘부르의 우산",2,2,2,1,0,"2",24,"4",0
"2181",815,"슈퍼 빼꼼: 스파이 대작전",20,46,17,0,1,"2",3,"1",0
"2182",4550439,"슈퍼배드 3",4893,77189,14,0,1,"2",17,"3",0
"2183",675,"슈퍼소닉",2,5,2,0,0,"2",3,"1",0
"2184",24319,"슈퍼오리 : 태양을 지켜라",375,1492,6,0,0,"2",14,"2",0
"2185",58,"스나이퍼",9,31,3,0,0,"1",12,"2",0
"2186",3,"스노든",1,1,1,0,0,"3",18,"3",0
"2187",1,"스노우 비스트",1,1,1,0,1,"3",25,"4",0
"2188",1668,"스노우맨",10,59,7,0,1,"4",11,"2",0
"2189",1,"스릴정사:은밀하게 깊숙이",1,1,1,0,1,"3",30,"5",0
"2193",1,"스와핑 : 형의 여자",1,1,1,0,1,"2",14,"2",0
"2194",1,"스와핑 : 형의 여자 무삭제판",1,1,1,0,1,"4",8,"2",0
"2195",1,"스와핑 하던 날 무삭제",1,1,1,0,1,"3",30,"5",0
"2196",1,"스와핑:아내가 다른 남자와 하고 있다",1,1,1,0,1,"1",26,"4",0
"2197",58,"스위티",2,3,2,1,0,"2",28,"4",0
"2198",10,"스윗 프랑세즈",1,1,1,0,0,"4",4,"1",0
"2199",60,"스윙어: 금지된사랑",1,1,1,0,0,"2",10,"2",0
"2200",265,"스카라무슈",3,9,3,1,1,"2",17,"3",0
"2201",134,"스카이 크롤러",2,3,1,1,1,"3",20,"3",0
"2202",25,"스카페이스",1,1,1,1,1,"4",5,"1",0
"2203",12032,"스코어: 영화음악의 모든 것",115,675,11,0,1,"3",16,"3",0
"2206",7906,"스쿨 오브 락",196,1300,4,1,0,"3",20,"3",0
"2207",60,"스크램블",1,1,1,0,1,"1",12,"2",0
"2208",16,"스킵트레이스: 합동수사",2,7,2,0,0,"3",16,"3",0
"2209",1886,"스타박'스 다방",65,255,8,0,1,"4",18,"3",0
"2210",74,"스타쉽 트루퍼스",2,2,2,1,1,"2",7,"1",0
"2211",959578,"스타워즈: 라스트 제다이",2542,31231,9,0,1,"4",4,"1",0
"2213",140,"스탠바이, 웬디",3,3,3,0,1,"3",27,"4",0
"2214",22536,"스테이션 7",493,2604,6,0,0,"3",20,"3",0
"2216",367,"스토커",3,4,3,1,1,"2",31,"5",1
"2218",6127,"스톡홀름의 마지막 연인",119,567,11,0,0,"4",4,"1",0
"2221",14,"스틸 플라워",1,1,1,0,1,"2",17,"3",0
"2222",275,"스틸라이프",5,24,4,1,0,"1",2,"1",0
"2224",380,"스파나잇",14,34,8,0,1,"3",23,"4",0
"2225",103,"스파이",2,2,2,1,1,"2",3,"1",1
"2226",15986,"스파이 게임",396,2564,5,0,0,"3",4,"1",0
"2227",1,"스파이: 외인부대 잠입작전",1,1,1,0,0,"2",21,"3",0
"2228",7533324,"스파이더맨: 홈 커밍",7787,175270,13,0,1,"2",3,"1",0
"2229",34672,"스파키",446,1899,4,0,1,"1",2,"1",0
"2230",355,"스팔타카스",3,10,3,1,1,"3",25,"4",0
"2231",28,"스페셜 시큐리티 : 라스트 미션",9,28,3,0,1,"3",20,"3",0
"2232",31,"스페셜 포스 : 화이트 마운틴",9,31,3,0,0,"1",9,"2",0
"2233",41,"스페셜리스트",1,2,1,1,1,"1",2,"1",0
"2234",35,"스페셜포스: 블러드마운틴",15,37,5,0,0,"2",24,"4",0
"2236",37,"스피벳: 천재 발명가의 기묘한 여행",9,31,3,0,0,"3",13,"2",0
"2237",36,"슬기로운 해법",2,5,2,0,1,"4",4,"1",0
"2238",877,"슬랙 베이: 바닷가 마을의 비밀",32,142,6,0,0,"3",16,"3",0
"2239",36,"슬로우 웨스트",2,4,2,0,0,"2",24,"4",0
"2241",89,"슬픔은 그대 가슴에",1,9,1,1,1,"3",9,"2",0
"2243",89,"승리의 탈출",1,3,1,1,1,"4",15,"3",0
"2244",394,"승풍파랑",7,18,3,0,0,"3",11,"2",0
"2246",131,"시간 여행자의 아내",7,7,6,1,1,"3",23,"4",0
"2248",1,"시간위의 집 디 오리지널",1,1,1,0,0,"3",27,"4",0
"2249",50,"시간을 달려서",1,1,1,0,0,"3",18,"3",0
"2250",261,"시간을 달리는 소녀",6,8,6,1,1,"2",10,"2",0
"2254",638,"시네마 천국",13,17,12,1,0,"2",28,"4",0
"2256",322,"시니어 재즈 밴드",1,5,1,0,1,"3",25,"4",0
"2260",766,"시리아의 비가(悲歌): 들리지 않는 노래",26,100,3,0,1,"3",13,"2",0
"2265",76,"시바, 인생을 던져",1,1,1,1,1,"2",28,"4",0
"2266",1060,"시소",5,5,5,0,1,"2",24,"4",0
"2267",1,"시수옥:감금된 소녀들 파트1",1,1,1,0,1,"3",4,"1",0
"2268",1,"시수옥:감금된 소녀들 파트2",1,1,1,0,1,"3",23,"4",0
"2270",1,"시아버지:며느리의 간호",1,1,1,0,1,"4",5,"1",0
"2271",1,"시아버지와 두 며느리 무삭제판",1,1,1,0,1,"3",18,"3",0
"2272",10,"시아버지의 쾌락",1,1,1,0,1,"3",4,"1",0
"2273",452,"시암",17,51,4,0,0,"2",24,"4",0
"2275",599,"시월애",18,120,1,1,1,"1",9,"2",0
"2276",12547,"시인의 사랑",313,2337,14,0,1,"3",4,"1",0
"2277",3,"시작은 키스!",1,1,1,1,0,"1",12,"2",0
"2279",468,"시칠리아 햇빛아래",63,177,8,0,0,"2",3,"1",0
"2280",204,"시카고",2,2,2,1,1,"2",24,"4",0
"2281",6056,"시크릿 레터",167,685,6,0,0,"3",13,"2",0
"2284",74,"식스 데이 세븐 나잇",2,2,2,1,1,"3",25,"4",0
"2285",1813,"식스 빌로우",36,112,3,0,1,"4",15,"3",0
"2287",1,"식탁에서 유혹하는 유부녀들",1,1,1,0,1,"3",18,"3",0
"2289",16,"신 전래동화",6,16,1,0,1,"1",23,"4",0
"2291",14410931,"신과함께-죄와 벌",10112,213258,19,0,1,"4",11,"2",1
"2292",29,"신데렐라",1,1,1,1,1,"2",17,"3",1
"2294",56,"신몽키킹: 여인천국",14,56,3,0,0,"3",18,"3",0
"2295",1,"신밧드와 복수의 여신들",1,1,1,0,1,"4",18,"3",0
"2296",26,"신밧드의 7대 모험",1,1,1,1,1,"2",17,"3",0
"2299",18247,"신서유기 : 몽키킹의 부활",305,1139,6,0,0,"3",30,"5",0
"2300",1,"신어우동",1,1,1,0,1,"3",18,"3",0
"2301",179,"신어우동 - 무삭제판",20,20,1,0,1,"3",27,"4",0
"2302",1,"신오오쿠보이야기:마이네임",1,1,1,0,1,"3",20,"3",0
"2304",212,"신을 믿습니까?",1,1,1,0,1,"4",4,"1",0
"2306",1,"신임여교사 미숙한진로지도",1,1,1,0,1,"2",28,"4",0
"2307",120,"신입사원",20,20,1,0,1,"4",11,"2",0
"2308",1,"신혼부부",1,1,1,0,1,"1",19,"3",0
"2309",753,"실록 김두한",3,16,3,1,1,"3",30,"5",0
"2310",87,"실버라이닝 플레이북",5,5,5,1,1,"3",16,"3",0
"2311",50,"실베스타스텔론의 탈옥",1,1,1,1,1,"1",9,"2",0
"2312",3,"실은 해주는 여자-20대 후반",1,1,1,0,1,"3",6,"1",0
"2313",226,"실종: 비밀의 소녀",6,17,2,0,0,"1",16,"3",0
"2314",1513,"실종2",55,271,4,0,1,"3",13,"2",0
"2318",1,"실화 불륜서클 유출영상",1,1,1,0,1,"4",11,"2",0
"2320",1,"심령 식당:잔인한 만찬",1,1,1,0,1,"3",20,"3",0
"2321",58,"심야식당",1,1,1,0,1,"4",4,"1",0
"2322",568,"심야식당 2",16,51,6,0,1,"2",3,"1",0
"2324",76,"심장박동 조작극",11,34,4,0,1,"4",18,"3",0
"2326",1,"심판자들",1,1,1,0,1,"1",9,"2",0
"2327",690,"십계",4,12,4,1,1,"2",10,"2",0
"2329",1381,"싱 스트리트",17,49,6,0,0,"3",4,"1",0
"2330",1,"싱 오버 미",1,1,1,0,1,"4",12,"2",0
"2331",0,"싱글라이더",2,2,2,0,1,"3",13,"2",0
"2333",129,"써니",1,1,1,1,1,"3",13,"2",1
"2334",252,"써스페리아",3,3,3,1,0,"2",31,"5",0
"2335",28,"써커스",1,1,1,1,1,"2",3,"1",0
"2337",19,"썸머타임: 아름다운 계절",1,1,1,0,0,"3",30,"5",0
"2338",27061,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",725,3741,17,0,1,"4",1,"1",1
"2339",1,"쓰레기 버리는 노브라 아줌마",1,1,1,0,1,"4",26,"4",0
"2340",96664,"쓰리 빌보드",410,3969,10,0,1,"4",19,"3",1
"2342",0,"씨민과 나데르의 별거",1,2,1,1,0,"4",11,"2",0
"2344",128,"씽",4,11,4,0,1,"2",24,"4",0
"2346",220,"아가씨",3,8,2,0,1,"4",26,"4",1
"2347",5,"아가씨 지명 도촬게임",1,1,1,0,1,"3",16,"3",0
"2349",180,"아가씨와 건달들",1,9,1,1,1,"2",28,"4",0
"2351",9340,"아기곰 보보 구출 대작전",208,800,2,0,0,"1",16,"3",0
"2352",16270,"아기돼지 3형제와 쿵푸랜드",250,924,5,0,0,"4",29,"5",0
"2353",2356,"아기와 나",147,692,9,0,1,"3",30,"5",0
"2354",494,"아나스타샤",5,17,5,1,1,"2",24,"4",0
"2355",1,"아내들의 속사정",1,1,1,0,1,"4",8,"2",0
"2356",1,"아내를 바꾸다 무삭제",1,1,1,0,1,"4",15,"3",0
"2357",1,"아내를 빌려준 날",1,1,1,0,1,"3",2,"1",0
"2358",5,"아내업고 달리기",2,2,2,0,0,"3",20,"3",0
"2360",155,"아내와 제자들: 네토라레",20,20,1,0,1,"1",26,"4",0
"2361",1,"아내의 101번째 결혼",1,1,1,0,1,"3",20,"3",0
"2362",179,"아내의 101번째 결혼 무삭제판",20,20,1,0,1,"4",4,"1",0
"2363",1,"아내의 동창회 무삭제",1,1,1,0,1,"3",30,"5",0
"2364",1,"아내의 마사지:터져버린 샘물",1,1,1,0,1,"3",25,"4",0
"2365",1,"아내의 몸캠",1,1,1,0,1,"1",19,"3",0
"2366",1,"아내의 불륜:아이를 낳고 싶어요",1,1,1,0,1,"4",15,"3",0
"2367",25,"아내의 불륜고백",1,1,1,0,1,"3",11,"2",0
"2368",1,"아내의 비밀스러운 아르바이트",1,1,1,0,1,"4",26,"4",0
"2369",1,"아내의 섹스 프랜드",1,1,1,0,1,"1",2,"1",0
"2370",1,"아내의 섹스:남편의 승진을 위해",1,1,1,0,1,"2",28,"4",0
"2371",1,"아내의 아르바이트",1,1,1,0,1,"2",28,"4",0
"2372",244,"아내의 외도: 감독판",20,20,1,0,1,"1",16,"3",0
"2373",2,"아내의 욕망:거대한 그것",2,2,2,0,1,"2",24,"4",0
"2374",1,"아내의 젊은 엄마",1,1,1,0,1,"4",1,"1",0
"2375",1,"아내의 폭풍불륜",1,1,1,0,1,"2",10,"2",0
"2376",1,"아내의 하반신 - 가죽소파",1,1,1,0,1,"1",5,"1",0
"2378",41,"아뉴스 데이",1,2,1,0,0,"1",19,"3",0
"2385",1,"아들 친구에게 당하는 엄마",1,1,1,0,1,"2",10,"2",0
"2386",6674,"아들에게 가는 길",115,495,9,0,1,"3",20,"3",0
"2387",1,"아들의 미인 여교사",1,1,1,0,1,"4",22,"4",0
"2388",171,"아들의 아내 무삭제",20,20,1,0,1,"4",8,"2",0
"2390",796,"아라비아의 로렌스",2,7,2,1,0,"1",5,"1",0
"2395",3204,"아름다운 별",77,335,9,0,1,"3",27,"4",0
"2396",127,"아름다운 비행",3,3,3,1,1,"4",12,"2",0
"2397",154,"아름다운 엄마",20,20,1,0,1,"3",9,"2",0
"2398",0,"아름다운 청년 전태일",1,1,1,1,1,"3",13,"2",0
"2400",202,"아마데우스 감독판",2,2,2,0,1,"2",24,"4",0
"2403",401541,"아메리칸 메이드",1761,26356,8,0,1,"3",11,"2",0
"2404",24,"아메리칸 셰프",2,2,2,0,1,"3",30,"5",0
"2405",4,"아메리칸 패스토럴",2,2,2,0,1,"2",3,"1",0
"2406",10027,"아메리칸 허니: 방황하는 별의 노래",148,817,10,0,0,"2",3,"1",0
"2407",10,"아무도 모르게",1,2,1,1,0,"3",20,"3",0
"2408",42,"아무도 모른다",2,3,2,1,1,"4",25,"4",0
"2409",47,"아무도 잠들지 마라",12,47,3,0,0,"2",28,"4",0
"2410",134,"아무르",8,10,4,1,0,"1",5,"1",0
"2411",41,"아미스타드",2,2,2,1,1,"4",12,"2",0
"2413",127,"아버지를 찾아서",15,58,3,0,1,"1",9,"2",0
"2414",1,"아버지의 애인",1,1,1,0,1,"4",26,"4",0
"2415",70,"아버지의 이메일",1,3,1,0,1,"4",29,"5",0
"2418",596,"아비정전",11,26,8,1,0,"3",20,"3",0
"2420",743,"아빠는 딸",5,5,4,0,1,"2",3,"1",0
"2422",291,"아수라",1,2,1,0,1,"3",25,"4",1
"2423",30,"아스널: 리로디드",1,1,1,0,1,"3",11,"2",0
"2425",585,"아오 오니",67,207,4,0,1,"4",18,"3",0
"2426",19841,"아이 앰 히스 레저",362,2407,13,0,0,"3",25,"4",0
"2427",1745,"아이 엠 낫 유어 니그로",50,253,9,0,0,"4",29,"5",0
"2428",31,"아이 엠 샘",1,1,1,1,1,"2",28,"4",0
"2430",3280631,"아이 캔 스피크",4807,93043,23,0,1,"3",4,"1",1
"2431",14002,"아이, 토냐",399,1878,8,0,1,"4",12,"2",0
"2433",1158,"아이다",43,70,4,0,0,"1",2,"1",0
"2440",2724,"아이엠 호프맨",28,119,9,0,1,"3",13,"2",0
"2441",17287,"아인",302,1685,7,0,1,"4",12,"2",0
"2443",28,"아임 낫 데어",2,2,2,1,1,"2",3,"1",0
"2444",25,"아저씨",3,3,3,1,1,"4",26,"4",1
"2445",10574,"아키라",195,1107,8,0,1,"2",21,"3",0
"2446",155368,"아토믹 블론드",1028,12300,6,0,1,"2",21,"3",0
"2449",57,"아파치요새",3,3,3,1,1,"2",10,"2",0
"2454",258,"아프리칸 닥터",6,7,6,0,0,"2",31,"5",0
"2456",15193,"악녀",340,1867,6,0,1,"2",3,"1",1
"2457",1,"악녀: 더 킬러",1,1,1,0,1,"3",2,"1",0
"2458",19,"악마는 프라다를 입는다",2,2,2,1,1,"3",9,"2",0
"2459",9556,"악셀",171,611,4,0,0,"1",5,"1",0
"2460",34,"악의 도시",9,34,3,0,1,"1",12,"2",0
"2462",67,"안개속의 풍경",2,2,2,1,0,"2",7,"1",0
"2467",5604,"안녕 히어로",74,318,15,0,1,"2",24,"4",0
"2468",25159,"안녕, 나의 소울메이트",378,1987,12,0,0,"3",20,"3",0
"2470",79,"안녕, 전우치! 도술로봇대결전",4,8,4,0,1,"2",24,"4",0
"2471",160,"안녕?! 오케스트라",1,1,1,1,1,"4",4,"1",0
"2473",272,"안녕하세요 하나님",3,9,3,1,1,"2",17,"3",0
"2483",189,"안티갱 스쿼드",11,56,3,0,0,"4",4,"1",0
"2484",223,"안티포르노",7,15,6,0,1,"2",3,"1",0
"2485",18,"알 카포네 스카페이스의 전설",9,18,3,0,1,"1",19,"3",0
"2486",1,"알.이.씨 오큐판트",1,1,1,0,1,"3",13,"2",0
"2487",1496,"알라딘",12,32,2,1,1,"3",13,"2",0
"2491",47,"알렉산더",1,1,1,1,1,"1",19,"3",0
"2495",27,"알제리 전투",1,1,1,1,0,"3",6,"1",0
"2498",39,"알파치노의 은밀한 관계",9,39,2,0,1,"2",3,"1",0
"2499",1127,"암고양이들",34,77,8,0,1,"2",17,"3",0
"2501",98,"암살",3,3,3,0,1,"2",24,"4",1
"2503",12,"암컷 타락 유부녀",1,1,1,0,1,"3",4,"1",0
"2507",76,"앙: 단팥 인생 이야기",1,1,1,0,1,"4",19,"3",0
"2509",17,"애국청년 변희재",4,7,4,0,1,"4",26,"4",0
"2511",80,"애나벨",1,2,1,0,1,"2",7,"1",0
"2512",1934270,"애나벨 : 인형의 주인",2773,35103,12,0,1,"2",31,"5",0
"2513",33,"애니",3,3,3,1,1,"2",7,"1",0
"2516",303,"애심",2,13,2,1,1,"3",16,"3",0
"2518",17,"애정소년 잔혹사",5,9,4,0,1,"3",23,"4",0
"2519",137,"애정의 조건",3,3,3,1,1,"4",25,"4",0
"2522",668,"애프터매스",42,169,3,0,1,"1",9,"2",0
"2523",1,"액트 오브 워",1,1,1,0,1,"4",5,"1",0
"2526",529,"앤트로포이드",25,115,8,0,0,"3",6,"1",0
"2527",14,"앤트보이: 초딩 히어로의 탄생",2,2,2,0,0,"2",24,"4",0
"2531",1,"앨리스: 어둠의 거울",1,1,1,0,1,"3",23,"4",0
"2532",60,"앨티튜드",1,1,1,0,1,"4",11,"2",0
"2535",231,"야경 : 죽음의 택시",8,31,5,0,1,"4",11,"2",0
"2536",69,"야곱 신부의 편지",2,2,2,1,0,"4",15,"3",0
"2537",63,"야공작",5,14,5,0,0,"2",10,"2",0
"2538",125,"야근 대신 뜨개질",1,1,1,0,1,"3",30,"5",0
"2543",3,"야외정사와 노출증",1,1,1,0,1,"3",23,"4",0
"2544",14,"야쿠자의 섹스 상",1,1,1,0,1,"3",25,"4",0
"2545",4,"야쿠자의 섹스 하",1,1,1,0,1,"3",25,"4",0
"2546",1,"야쿠자의 여자:쾌락의 늪",1,1,1,0,1,"2",3,"1",0
"2547",1,"야한 정사의 맛-감독판",1,1,1,0,1,"1",23,"4",0
"2548",1,"야한 짓하는 세 명의 단지처",1,1,1,0,1,"4",26,"4",0
"2549",1,"야한여친",1,1,1,0,1,"3",18,"3",0
"2550",3,"약한 여사원의 욕정",1,1,1,0,1,"3",30,"5",0
"2552",0,"양산도",1,1,1,1,1,"4",5,"1",0
"2554",993,"양철북",1,9,1,1,0,"3",4,"1",0
"2555",10488,"어 퍼펙트 데이",177,942,10,0,0,"3",4,"1",0
"2556",51,"어게인스트",1,1,1,1,1,"1",19,"3",0
"2558",83,"어네스트와 셀레스틴",2,3,2,0,0,"2",7,"1",0
"2562",148,"어느날",1,1,1,0,1,"3",23,"4",0
"2566",79,"어둠속에 벨이 울릴 때",2,3,2,1,1,"3",9,"2",0
"2567",1025,"어둠의 자식들",1,20,1,1,1,"4",11,"2",0
"2569",14,"어떤 개인 날",1,2,1,1,1,"1",16,"3",1
"2573",99,"어떤 하루",10,35,5,0,1,"2",3,"1",0
"2575",3,"어른 장난감 개발부",1,1,1,0,1,"3",16,"3",0
"2576",1,"어린 BJ 와이프",1,1,1,0,1,"4",22,"4",0
"2577",1,"어린 남자와 음란한 섹스-무삭제판-",1,1,1,0,1,"2",3,"1",0
"2578",183,"어린 누나",20,20,1,0,1,"1",5,"1",0
"2579",1,"어린 신입여직원의 야근",1,1,1,0,1,"4",5,"1",0
"2580",1,"어린 아내와 젊은 사위",1,1,1,0,1,"3",27,"4",0
"2581",1,"어린 아내의 동창회",1,1,1,0,1,"3",23,"4",0
"2582",179,"어린 엄마",20,20,1,0,1,"4",8,"2",0
"2583",1,"어린 엄마 - 무삭제판",1,1,1,0,1,"1",26,"4",0
"2584",1,"어린 여자: 맛있는 관음-무삭제판",1,1,1,0,1,"1",26,"4",0
"2585",179,"어린 형수 3",19,20,1,0,1,"3",27,"4",0
"2586",1,"어린 형수 3 - 무삭제판",1,1,1,0,1,"4",22,"4",0
"2587",1,"어린 형수:강제로 섹스한 날",1,1,1,0,1,"3",30,"5",0
"2588",132,"어머니",1,3,1,1,1,"4",15,"3",0
"2589",34777,"어메이징 메리",196,1711,11,0,1,"3",11,"2",1
"2590",95,"어바웃 타임",1,1,1,1,0,"3",27,"4",0
"2591",4764561,"어벤져스: 인피니티 워",2553,61381,1,0,1,"1",23,"4",0
"2592",205544,"어쌔신: 더 비기닝",1133,13441,6,0,1,"3",27,"4",0
